Text,language
"More RT-PCR test reports are awaited and the trend shows that the number of infected persons in the Kumbh Mela Kshetra is likely to climb to 2,000, Haridwar Chief Medical Officer  Shambhu Kumar Jha said.  #KumbhMela #Coronavirus #COVID19   https://t.co/fdWm7woea5",en
"Over 1,700 people test positive for Corona Virus in Kumbh Mela over the past 5 days. #coronavirus #KumbhMela",en
"Let me tell you, mind your facts 😒Coronavirus is afraid of Kumbh Mela and Ganga Jal.(its an indigenous sanitizer)🙅🏻  Rallies doesn't cause spread of this virus as coronavirus too is afraid of crowd..😔  Bharat ram bharose pe chal rha hai.",en
"Over 1,000 test positive for Covid-19 at Kumbh Mela in 48 Hours. #COVIDSecondWave #coronavirus #COVID19India #COVID #CoronaVirusUpdates  https://t.co/9eTcWYl0ep",en
"Denying any uncertainties, the Uttarakhand government officials stated that Haridwar Kumbh Mela will continue according to the original schedule until April 30. #KumbhMela | #coronavirus | #Uttarakhand | #Haridwar  https://t.co/T9hlrm9q4C",en
"Pandemic, what's that?  (In video: Recent footage from the Kumbh Mela, Haridwar) #COVID19 #coronavirus #Corona  https://t.co/OpCy177vnr",en
Coronavirus cases in India LIVE: 10 lakh Covid criteria for taking a dip 'Shahi Snan' at Haridwar Kumbh Mela    Read More👇  https://t.co/hdIPpIf5dN  #globalmarket #kumbhmela #breakthechain #covid-19 #caserises  https://t.co/8wfxPBHktv,en
No politician or government will do anything which will reduce it's vote bank .  Na @narendramodi ki BJP kumbh mela rokegi  Na @asadowaisi ki AIMIM ramdan ki mass gathering prayers rokegi Or ye sare milke rally bhi krwayege. Be wise  Save yourself and  your family. #coronavirus,en
"*wakes up* ""1,000 Covid Cases In 2 Days In Haridwar As 𝐌𝐢𝐥𝐥𝐢𝐨𝐧𝐬 Gather At Kumbh Mela"" 𝑜𝑘𝑎𝑦 ""The number of new coronavirus cases in India hit a record daily high with over 𝟮 𝗹𝗮𝗸𝗵 𝗶𝗻𝗳𝗲𝗰𝘁𝗶𝗼𝗻𝘀 being reported in a day"" Nobody: China: Scientists: Me:  https://t.co/WZK1PTEbhK",en
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado  https://t.co/KqqqwtyDHG",es
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/XcnbLfFlkY via @AJEnglish this is stupidity at it’s best . @PMOIndia @narendramodi this is wrong and the spreading the virus no masks #covidindia",en
"Coronavirus : l'Inde célèbre la ""Kumbh Mela"", en pleine flambée de Covid-19  https://t.co/qfGgJvD4kP",fr
"@myogiadityanath Pary for u r recovery...Kumbh Mela was not a wide decision....Put u r religion and politics aside, I am a Hindu and supporter of BJP but doesn't accept what u r doing now. Control coronavirus....This would be u r plus point for next election...",en
Kumbh Mela Haridwar: Over 1000 Tests Positive For COVID-19 In 48 Hrs After Taking Holy Dip   #Coronavirus #COVID-19 #COVID-19Resurgence #KumbhMela    https://t.co/2j3XvY4RCW,en
"While the coronavirus cases are hitting new highs in India, the Kumbh Mela of 2021 saw millions of devotees gathering and breaking COVID norms. Here is a quick look through the events.  https://t.co/O324h23lyD",en
@PMOIndia Government is spreading coronavirus by organising kumbh mela.,en
"கும்பமேளாவில் 5 நாட்களில் 2,167 கொரோனா பாதிப்புகள்- பேரபாயத்தை நெருங்கும் ஹரித்வார் புனித நகரம்! | Haridwar Kumbh Mela reports 2,167 Coronavirus patients in 5 Days  https://t.co/aZruS8C9g2",ta
"why don't you focus on Kumbh mela. It's the main corona hotspot super spreader . Daily thousand  of +ve cases found there.  It may cause very effective for all and specially students. Exam are postponded, classes are off. Disappointed 🥺🥺😭😭 @ABPNews @aajtak @ndtv #coronavirus",en
Holy and Kumbh Mela Becomes Super Spreaders for CoronaVirus in India.   #Holi #holikadahan #KumbhMela #KumbhMela2021 #Kumbh #COVID19India #CoronavirusIndia #COVID19 #CoronaVirus  https://t.co/bmBISie8lk,en
"India registra récord de casi 200.000 contagios de coronavirus en medio de masivo festival religioso: India | Pese a la rápida expansión de la pandemia de coronavirus, se lleva adelante la celebración del festival Kumbh Mela, en la ciudad de Haridwar..  https://t.co/JfzxHutMPc",es
@sweetsoul_117 The Ripped jeans man is promoting Kumbh mela by saying Coronavirus can't come here.,en
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado - Infobae  https://t.co/6PvhfSpE2s",es
"Kumbh Mela: Over 1,000 Test Positive For Coronavirus In Haridwar As Devotees Gather In Large Numbers  https://t.co/v7gnpK0zzs",en
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/8VYGMmr6a3",en
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/NAZwKQTAV5 via @AJEnglish #WhatIsWrongWithIndia #COVIDIOTS",en
Kumbh Mela vs Coronavirus,in
Don't you dare to say kumbh mela cab be  responsible for spreading Coronavirus. Ganga Jal is hindu's Sanitizer.  #COVIDEmergency,en
La India detecta más de mil contagios tras festival de Kumbh Mela -  https://t.co/kBk1EctO7L #14Abr #coronavirus Redacción: @JoalexPinango  https://t.co/yDOkdP6aHj,es
"The Corona saga   While elections and Kumbh Mela must continue in the heat of COVID, everything else had to stop!  Business is dropping down in the doldrums amidst the sweeping Corona cases across India. #COVID19 #coronavirus #India   https://t.co/tdDQCIyo4o",en
"Seeing surge in #coronavirus cases government of India will impose Section 144, Night Curfew and etc but won't stop conducting election rallies and Kumbh Mela.",en
"People who all are allowing to conduct election rallies and cultural events like Kumbh Mela in this serious condition of perilous Coronavirus are no less than hardcore, 💯 percent pure ANTI NATIONAL. #COVID19 is something beyond dangerous. Understand this.!😦 #StaySafe #StayHome",en
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/n785r3Cf3C via @AJEnglish",en
"Kumbh Mela can’t be compared to Nizamuddin Markaz, claims Uttarakhand CM Tirath Singh Rawat alleged that the ‘flow and blessings of Ma Ganga will ensure that #coronavirus does not spread’ in Haridwar. #ModiHaiToMumkinHai #ModiMadeDisaster #TirathSinghRawat  https://t.co/sCijgsIYov",en
"The number of reported coronavirus cases from India stands at 1,40,00,437 at the time of publishing this newsletter with the death toll at 1,74,201.  Over a 1,000 people at the Kumbh Mela have tested positive for COVID-19 in a span of 48 hours, agencies reported. TH",en
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/dD9D9rSJJV via @AJEnglish",en
Millions are still gathering in a holy Indian town for the Kumbh Mela religious festival despite a spike in coronavirus cases  https://t.co/ouRp6GzufC,en
"Uttrakhand Kumbh Mela updates:  • 6 lakh people arrived in Haridwar for Baisakhi Snan, says Kumbh Mela IG #SanjayGunjyal   #Uttarakhand #HaridwarKumbh2021 #KumbhMela #KumbhMela2021 #Coronavirus #Covid19update #IndiaFightCorona #Covid19india #CovidUpdate  https://t.co/jdjkB2mSV7",in
"Over 1,000 test positive for Covid-19 at Kumbh Mela in 48 hours  https://t.co/td2cQk1gy7 #KumbhMela #KumbhMela2021 #Kumbh #Kumbh2021 #Uttarakhand #coronavirusinindia #Covid_19india #Covid_19 #coronavirus @IndianExpress @IndiaToday @htTweets @the_hindu @aajtak @timesofindia @ndtv",en
"Because of Huge gathering in Maharashtra and Chattisgarh due to Election and Kumbh Mela in their states, CoronaVirus is getting spread like anything.",en
@pbhushan1 @narendramodi @PMOIndia @BJP4India @AmitShah @INCIndia @MamataOfficial @RahulGandhi @OfficeofUT @PawarSpeaks @TOIIndiaNews @IndiaToday @MirrorNow @WIONews @ArvindKejriwal @sardesairajdeep @CMOMaharashtra @ShivSena @rautsanjay61 @republic @TwitterIndia @HindustanTimes @PTI @BBCIndia @ReutersIndia @AjitPawarSpeaks @supriya_sule @barandbench @priyankagandhi @AUThackeray @rsprasad @rashtrapatibhvn @PiyushGoyal @PiyushGoyalOffc @Swamy39 @mybmc @JoeBiden @POTUS @VP @BorisJohnson @PChidambaram_IN @KapilSibal @NalinSKohli @TIRATHSRAWAT This man thru his Kumbh mela has made a complete mockery of the efforts of all frontline workers who have paid a heavy price in the fight against Coronavirus.  https://t.co/6yHdWiEdzS,en
@AbhishBanerj Kumbh mela is responsible  Election rallies in Bengal is responsible   But MH govt isn't responsible for the rise of Coronavirus in the state?,en
"@pbhushan1 @narendramodi @PMOIndia @BJP4India @AmitShah @INCIndia @MamataOfficial @RahulGandhi @OfficeofUT @PawarSpeaks @TOIIndiaNews @IndiaToday @MirrorNow @WIONews @ArvindKejriwal @sardesairajdeep @CMOMaharashtra @ShivSena @MumbaiPolice @NIA_India @rautsanjay61 @republic @AnilDeshmukhNCP @TwitterIndia @HindustanTimes @PTI @BBCIndia @ReutersIndia @AjitPawarSpeaks @supriya_sule @barandbench @priyankagandhi @AUThackeray @rsprasad @rashtrapatibhvn @RBI @PiyushGoyal @PiyushGoyalOffc @RailMinIndia @Swamy39 @mybmc @ECISVEEP @JoeBiden @POTUS @VP @BorisJohnson @PChidambaram_IN @KapilSibal @NalinSKohli @TIRATHSRAWAT Doctors, hospital staffs &amp; various other administration have been working non stop tirelessly to get Coronavirus under control &amp; here we have a PM who has undermined their efforts by permitting a kumbh mela.",en
"‘Super-spreader’: Over 1,000 COVID positive at India’s Kumbh Mela | Coronavirus pandemic News | Al Jazeera  https://t.co/oZjbtuzxfj",en
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado  https://t.co/jyhhHx65wQ",es
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado  https://t.co/KD2EWfM1FM",es
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado  https://t.co/ISLqb5RzGO",es
"30 fotos del Kumbh Mela, el masivo festival religioso que se realiza en India en medio del peor brote de coronavirus registrado  https://t.co/Ns0SRVhssh",es
#COVID-19: #India sees record case numbers as millions of pilgrims flock to #Hindu festival Kumbh Mela  https://t.co/qTnZbN5ime #KumbhMela #COVID19 #Coronavirus,en
"Over 1,000 test positive for Covid-19 at Kumbh Mela #HaridwarNews #coronavirus #KumbhMela #KumbhMela2021  https://t.co/w4r6z193M6",en
"@AlokPatel The MoH indirectly states that Kumbh Mela can't be a super-spreader event. Obviously, this event has gone ahead with the blessings from the highest office in the midst of severe coronavirus wave. In two weeks we would see if ""pressitutes"" got it wrong.  https://t.co/MeZTRnUV3k",en
@IndiaToday Social distancing going for a toss during Ramadan but during kumbh mela it’s a holy dip 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️. How much do you get paid for this? #coronavirus,en
"Kumbh Mela can’t be compared to Nizamuddin Markaz, claims Uttarakhand CM  Tirath Singh Rawat alleged that the ‘flow and blessings of Ma Ganga will ensure that coronavirus does not spread’ in Haridwar.  @TIRATHSRAWAT 👇👇👇👇🤫🤐🤔",en
"Kumbh Mela can’t be compared to Nizamuddin Markaz, claims Uttarakhand CM Tirath Singh Rawat alleged that the ‘flow and blessings of Ma Ganga will ensure that #coronavirus does not spread’ in Haridwar. #ModiHaiToMumkinHai #ModiMadeDisaster #TirathSinghRawat  https://t.co/LQpcBuRwlT",en
Coronavirus after hearing news of kumbh mela -  https://t.co/6HlcTLQtj7,en
"Throwing caution to the wind amid rising cases of coronavirus, thousands of seers congregated on Wednesday at Har ki Pairi in Haridwar to take a dip in the Ganga during the third shahi snan of the Kumbh Mela. #faith   https://t.co/v10WQhwZ7o",en
"The rate at which families are being reported positive for coronavirus at the apartment complex where I live, it seems the Kumbh Mela happened here. More than 30 cases on record. Stay indoors and mask up, please.",en
@myogiadityanath Yogi ji why coronavirus protocol is not followed in kumbh mela. If you give permission for religious activities then your administration should make sure that they wear masks and follow social distancing. It’s duty of administration to make every one follow rules,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/8zL1zUh78Z,en
"@BarkhaS37691560 Soon there'll be ""thoughts and prayers"" for Kumbh Mela Coronavirus victims, their families from politicians but they hadn't died in vain but ""will always forever live"" in the hearts of Ram Mandir crowd who made this happen,  Jai Siaram Chandra ki Jai🙏🌶",en
"DEHRADUN: Throwing caution to the wind amid rising cases of coronavirus, thousands of seers congregated on Wednesday at Har ki Pairi in Haridwar to take a dip in the Ganga during the third shahi snan of the Kumbh mela.  https://t.co/dkrUaRcTsd",en
"@Rohi204 @TheEagerman @zoo_bear Leaving aside the fact that masks are largely absent at the kumbh, the Markaz was about one-thousandth the event the Kumbh Mela is (in terms of attendance), and was held when the coronavirus cases were barely known.",en
Ms @rohini_sgh @priyankac19 @ReallySwara @bainjal who r crying hell on BJP rallies and Kumbh Mela. Do u have any comment on this?  #KumbhMela #MahaKumbh #maharastralockdown #COVID19 #India #CBSE #CBSE2021 #cbseboardexam2021 #cbseboardexams2021 #vaccine #RahulGandhi #coronavirus,en
Coronavirus cases in India LIVE: 10 lakh flout Covid norms to take dip in Holy Ganga during 3rd ‘Shahi Snan’ at Haridwar Kumbh Mela - The Financial Express  https://t.co/q3o2aC7fPV,en
Coronavirus cases in India LIVE: 10 lakh flout Covid norms to take dip in Holy Ganga during 3rd ‘Shahi Snan’ at Haridwar Kumbh Mela - The Financial Express  Coronavirus cases in India LIVE: 10 lakh flout Covid norms to take dip in Holy Ganga during 3rd ‘  https://t.co/gCkapqigxD,en
"Amid Kumbh Mela Fervour, Haridwar Logs Over 1,000 Covid Cases in Two Days.  #KumbhMela  #COVID19 #coronavirus  https://t.co/f9WT9uoeE6",en
Hundreds test positive for Covid at Kumbh Mela in #India's Haridwar city  Follow our updates on #coronavirus here:  https://t.co/vY4fVgAjuk,en
Coronavirus cases in India LIVE: 10 lakh flout Covid norms to take dip in Holy Ganga during 3rd ‘Shahi Snan’ at Haridwar Kumbh Mela - The Financial Express   https://t.co/Kz8KWy7s6q  #NEWS INDIA,en
#CoronavirusIndia #Yogiadityonath #coronavirus #KumbhMela_CoronaHotspot Corona Virus tested Yogi Positive and it is in Quarantine in UP. Karo Kumbh Mela aur piyo Cows Urine.  https://t.co/CF7sHDNglF,in
suna hai Uttar Pradesh ke cm yogi ji ki report positive aai hai... na na na na in ko kuchh na ho ga babu.. ye corona gareebon waali beemari hai.. politicians and ameeron ko effect nahi karta ye virus.. Kumbh Mela #CoronavirusIndia #coronavirus #uttarpardesh #Yogiadityonath,hi
"Haridwar, the city that is hosting the Kumbh Mela, has reported 1,002 Covid-19 cases in two days. Thousands of devotees have gathered for ritual bath despite the massive surge in coronavirus cases.   https://t.co/6i0yxIEzPY #BREAKING #KumbhMela #KumbhMela2021 #Kumbh2021 #Trending",en
